,rewards,balloon_number_session,run_num,pop_range_0,pop_range_1,balloon_number,press_time_error,press_time_time,balloon_in_bag,trkp_press_time,key_pressed,log_time,reward_appear_time_time,reward_appear_time_error,rt,grand_total,bag_ID_number,eeg_pulse_time,trial,set_number,pop_status,total,block,balloon_size,log_num,trkp_press_time_error,trkp_press_time_time
158,0.13,10.0,2.0,8.0,16.0,1.0,0.000490666258656347,2115.7994432835794,1.0,,4,2116.3494432835796,2115.5011882933845,0.0,0.29825499019489143,6.720000000000003,0.0,,5.0,0.0,not_popped,0.87,0.0,130.0,0.0,,
159,0.1,10.0,2.0,8.0,16.0,1.0,0.0004849866097629274,2117.953003398369,1.0,,4,2118.5030033983694,2117.4515841787697,0.0,0.5014192195994838,6.7100000000000035,0.0,,6.0,0.0,not_popped,0.97,0.0,135.0,0.0,,
160,0.1,10.0,2.0,8.0,16.0,1.0,0.004600100072593705,2120.307254463234,1.0,,4,2120.8572544632343,2119.902073986155,0.0,0.4051804770792842,6.7100000000000035,0.0,,7.0,0.0,not_popped,1.07,0.0,140.0,0.0,,
161,0.08,10.0,2.0,8.0,16.0,1.0,0.0004917744829526782,2122.943961812811,1.0,,1,2123.443961812811,2122.2942149589207,0.0,0.6497468538900648,7.770000000000004,0.0,,8.0,0.0,not_popped,1.07,0.0,140.0,0.0,,
162,0.11,11.0,2.0,8.0,16.0,3.0,0.00046850177500346035,2126.2745184904434,3.0,,4,2126.8245184904436,2125.5948288042982,0.0,0.6796896861451387,7.760000000000004,0.0,,0.0,0.0,not_popped,0.11,0.0,105.0,0.0,,
163,0.24,11.0,2.0,8.0,16.0,3.0,0.0004831857456792932,2128.2856461695064,3.0,,4,2128.8356461695066,2127.978683030705,0.0,0.3069631388016205,7.760000000000004,0.0,,1.0,0.0,not_popped,0.35,0.0,110.0,0.0,,
164,0.23,11.0,2.0,8.0,16.0,3.0,0.0005097831260627572,2130.403131786142,3.0,,4,2130.953131786142,2130.0374291636954,0.0,0.36570262244640617,7.760000000000004,0.0,,2.0,0.0,not_popped,0.58,0.0,115.0,0.0,,
165,0.11,11.0,2.0,8.0,16.0,3.0,0.00040020745950641867,2132.5226026478804,3.0,,4,2133.0726026478806,2132.196169256864,0.0,0.3264333910165078,7.760000000000004,0.0,,3.0,0.0,not_popped,0.69,0.0,120.0,0.0,,
166,0.22,11.0,2.0,8.0,16.0,3.0,0.0004910818429380015,2134.706417698562,3.0,,4,2135.256417698562,2134.321615524891,0.0,0.38480217367077785,7.760000000000004,0.0,,4.0,0.0,not_popped,0.9099999999999999,0.0,125.0,0.0,,
167,0.07,11.0,2.0,8.0,16.0,3.0,0.0005095060701023613,2137.1099640990774,3.0,,4,2137.6599640990776,2136.555393200712,0.0,0.5545708983654549,7.750000000000004,0.0,,5.0,0.0,not_popped,0.98,0.0,130.0,0.0,,
168,0.07,11.0,2.0,8.0,16.0,3.0,0.0005007788045077177,2139.6825324197134,3.0,,4,2140.2325324197136,2138.9808701111383,0.0,0.7016623085751235,7.740000000000005,0.0,,6.0,0.0,not_popped,1.05,0.0,135.0,0.0,,
169,0.14,11.0,2.0,8.0,16.0,3.0,0.0005156013030500617,2141.9955136314347,3.0,,4,2142.545513631435,2141.564722508975,0.0,0.4307911224595955,7.740000000000005,0.0,,7.0,0.0,not_popped,1.19,0.0,140.0,0.0,,
170,0.11,11.0,2.0,8.0,16.0,3.0,0.0010158259956369875,2144.4190895217957,3.0,,4,2144.969089521796,2143.9318630523044,0.0,0.48722646949136106,7.730000000000005,0.0,,8.0,0.0,not_popped,1.3,0.0,145.0,0.0,,
171,0.18,11.0,2.0,8.0,16.0,3.0,0.00048166193710130756,2146.817480324865,3.0,,4,2147.367480324865,2146.382349535017,0.0,0.43513078984778986,7.730000000000005,0.0,,9.0,0.0,not_popped,1.48,0.0,150.0,0.0,,
172,0.11,11.0,2.0,8.0,16.0,3.0,0.000509921654156642,2149.3907466882106,3.0,,4,2149.9407466882108,2148.899518975292,0.0,0.49122771291877143,7.720000000000005,0.0,,10.0,0.0,not_popped,1.59,0.0,155.0,0.0,,
173,0.13,11.0,2.0,8.0,16.0,3.0,0.0005117225184676499,2151.694581171603,3.0,,1,2152.194581171603,2151.1082768277524,0.0,0.5863043438507702,9.300000000000006,0.0,,11.0,0.0,not_popped,1.59,0.0,155.0,0.0,,
174,0.1,12.0,2.0,8.0,16.0,0.0,0.0010191506680712337,2154.619485822765,0.0,,4,2155.169485822765,2154.2339206367415,0.0,0.3855651860235412,9.300000000000006,0.0,,0.0,0.0,not_popped,0.1,0.0,105.0,0.0,,
175,0.1,12.0,2.0,8.0,16.0,0.0,0.0011223540454921022,2157.473730653869,0.0,,4,2158.0237306538693,2156.5010389601753,0.0,0.9726916936938323,9.280000000000006,0.0,,1.0,0.0,not_popped,0.2,0.0,110.0,0.0,,
176,0.14,12.0,2.0,8.0,16.0,0.0,0.0010156874675431027,2159.415133577032,0.0,,4,2159.9651335770322,2159.143225508661,0.0,0.27190806837097625,9.280000000000006,0.0,,2.0,0.0,not_popped,0.34,0.0,115.0,0.0,,
177,0.17,12.0,2.0,8.0,16.0,0.0,0.00047224203171936097,2161.441546022611,0.0,,4,2161.991546022611,2161.235310626928,0.0,0.20623539568305205,9.280000000000006,0.0,,3.0,0.0,not_popped,0.51,0.0,120.0,0.0,,
178,0.17,12.0,2.0,8.0,16.0,0.0,0.00051809480760312,2163.5694316306026,0.0,,4,2164.119431630603,2163.3190416742164,0.0,0.2503899563862433,9.280000000000006,0.0,,4.0,0.0,not_popped,0.68,0.0,125.0,0.0,,
179,0.22,12.0,2.0,8.0,16.0,0.0,0.0005140774949268234,2165.5613242780337,0.0,,4,2166.111324278034,2165.28610913016,0.0,0.2752151478734959,9.280000000000006,0.0,,5.0,0.0,not_popped,0.9,0.0,130.0,0.0,,
180,0.06,12.0,2.0,8.0,16.0,0.0,0.0034662482012208784,2167.9602726563967,0.0,,4,2168.510272656397,2167.4448819159425,0.0,0.5153907404542224,9.270000000000007,0.0,,6.0,0.0,not_popped,0.96,0.0,135.0,0.0,,
181,0.19,12.0,2.0,8.0,16.0,0.0,0.0004982853001820331,2169.954794842768,0.0,,4,2170.504794842768,2169.628650698264,0.0,0.32614414450381446,9.270000000000007,0.0,,7.0,0.0,not_popped,1.15,0.0,140.0,0.0,,
182,0.17,12.0,2.0,8.0,16.0,0.0,0.002473140801384943,2172.0320020513227,0.0,,4,2172.582002051323,2171.804084803531,0.0,0.2279172477915381,9.270000000000007,0.0,,8.0,0.0,not_popped,1.3199999999999998,0.0,145.0,0.0,,
183,0.09,12.0,2.0,8.0,16.0,0.0,0.00048235457757073164,2174.647846803521,0.0,,4,2175.1978468035213,2174.171200965928,0.0,0.47664583759296875,9.260000000000007,0.0,,9.0,0.0,not_popped,1.41,0.0,150.0,0.0,,
184,0.08,12.0,2.0,8.0,16.0,0.0,0.001964604427712402,2177.0038358409674,0.0,,4,2177.5538358409676,2176.7301033585286,0.0,0.2737324824388452,9.260000000000007,0.0,,10.0,0.0,not_popped,1.49,0.0,155.0,0.0,,
185,0.13,12.0,2.0,8.0,16.0,0.0,0.00045104724404154695,2179.3755372809387,0.0,,4,2179.925537280939,2179.0972009581706,0.0,0.2783363227681548,9.260000000000007,0.0,,11.0,0.0,not_popped,1.62,0.0,160.0,0.0,,
186,0.07,12.0,2.0,8.0,16.0,0.0,0.0005096445979688724,2181.8342217135473,0.0,,1,2182.3342217135473,2181.272640050446,0.0,0.5615816631011512,10.870000000000008,0.0,,12.0,0.0,not_popped,1.62,0.0,160.0,0.0,,
187,0.19,13.0,2.0,0.0,16.0,14.0,0.0005437224917841377,2184.5884516667415,2.0,,4,2185.1384516667417,2184.3149429070604,0.0,0.2735087596811354,10.870000000000008,2.0,,0.0,0.0,not_popped,0.19,0.0,105.0,0.0,,
188,0.09,13.0,2.0,0.0,16.0,14.0,0.0005230818164818629,2186.7147796656377,2.0,,4,2187.264779665638,2186.4486803543437,0.0,0.26609931129405595,10.870000000000008,2.0,,1.0,0.0,not_popped,0.28,0.0,110.0,0.0,,
189,0.24,13.0,2.0,0.0,16.0,14.0,0.0005114454622798803,2188.863961879304,2.0,,4,2189.413961879304,2188.5157340128962,0.0,0.3482278664077967,10.870000000000008,2.0,,2.0,0.0,not_popped,0.52,0.0,115.0,0.0,,
190,0.12,13.0,2.0,0.0,16.0,14.0,0.0005534194533538539,2191.2683411102967,2.0,,4,2193.0183411102967,2190.766187138061,0.0,0.5021539722356465,10.860000000000008,2.0,,3.0,0.0,popped,0.0,0.0,115.0,0.0,,
191,0.17,14.0,2.0,0.0,16.0,13.0,0.0004963459077771404,2195.117197616875,1.0,,4,2195.667197616875,2194.858699476752,0.0,0.2584981401228106,10.860000000000008,2.0,,0.0,0.0,not_popped,0.17,0.0,105.0,0.0,,
192,0.09,14.0,2.0,0.0,16.0,13.0,0.0005154627751835505,2197.128738940615,1.0,,4,2197.6787389406154,2196.8506992063453,0.0,0.27803973426989614,10.860000000000008,2.0,,1.0,0.0,not_popped,0.26,0.0,110.0,0.0,,
193,0.07,14.0,2.0,0.0,16.0,13.0,0.0008060945681336307,2199.409740265497,1.0,,4,2199.959740265497,2198.9261487713397,0.0,0.483591494157281,10.850000000000009,2.0,,2.0,0.0,not_popped,0.33,0.0,115.0,0.0,,
194,0.09,14.0,2.0,0.0,16.0,13.0,0.0011236007976549445,2201.582287723813,1.0,,1,2202.082287723813,2201.15990899263,0.0,0.4223787311830165,11.180000000000009,2.0,,3.0,0.0,not_popped,0.33,0.0,115.0,0.0,,
195,0.24,15.0,2.0,0.0,8.0,6.0,0.00046212948609536397,2205.159133235699,0.0,,4,2205.709133235699,2204.060527049259,0.0,1.0986061864400654,11.160000000000009,1.0,,0.0,0.0,not_popped,0.24,0.0,105.0,0.0,,
196,0.15,15.0,2.0,0.0,8.0,6.0,0.0004973156039795867,2207.2715024583185,0.0,,4,2207.8215024583187,2206.9777465812667,0.0,0.29375587705180806,11.160000000000009,1.0,,1.0,0.0,not_popped,0.39,0.0,110.0,0.0,,
197,0.17,15.0,2.0,0.0,8.0,6.0,0.0023354439463219023,2209.518721369721,0.0,,4,2211.268721369721,2209.0781852164,0.0,0.4405361533208634,11.15000000000001,1.0,,2.0,0.0,popped,0.0,0.0,110.0,0.0,,
198,0.07,16.0,2.0,0.0,16.0,16.0,0.0005167095273463929,2213.6515333112798,4.0,,4,2214.20153331128,2213.270735290125,0.0,0.3807980211549875,11.15000000000001,2.0,,0.0,0.0,not_popped,0.07,0.0,105.0,0.0,,
199,0.08,16.0,2.0,0.0,16.0,16.0,0.00045811217319169373,2215.4825974170617,4.0,,4,2216.032597417062,2215.237743456075,0.0,0.24485396098680212,11.15000000000001,2.0,,1.0,0.0,not_popped,0.15000000000000002,0.0,110.0,0.0,,
200,0.15,16.0,2.0,0.0,16.0,16.0,0.0005100601822505269,2217.6508536927968,4.0,,4,2218.200853692797,2217.221468075663,0.0,0.429385617133903,11.15000000000001,2.0,,2.0,0.0,not_popped,0.30000000000000004,0.0,115.0,0.0,,
201,0.13,16.0,2.0,0.0,16.0,16.0,0.000491913011046563,2219.9071819299616,4.0,,4,2220.4571819299617,2219.6302869912765,0.0,0.27689493868501813,11.15000000000001,2.0,,3.0,0.0,not_popped,0.43000000000000005,0.0,120.0,0.0,,
202,0.16,16.0,2.0,0.0,16.0,16.0,0.0010167956916120602,2222.2782426778244,4.0,,4,2222.8282426778246,2221.8390548177554,0.0,0.43918786006906885,11.14000000000001,2.0,,4.0,0.0,not_popped,0.5900000000000001,0.0,125.0,0.0,,
203,0.15,16.0,2.0,0.0,16.0,16.0,0.0005052117012382951,2224.568430488577,4.0,,1,2225.068430488577,2224.1561634719333,0.0,0.4122670166439093,11.73000000000001,2.0,,5.0,0.0,not_popped,0.5900000000000001,0.0,125.0,0.0,,
204,0.25,17.0,2.0,0.0,8.0,10.0,0.0003925884182081063,2227.6241551868497,4.0,,4,2228.17415518685,2227.090083388329,0.0,0.5340717985209267,11.72000000000001,1.0,,0.0,0.0,not_popped,0.25,0.0,105.0,0.0,,
205,0.06,17.0,2.0,0.0,8.0,10.0,0.0004660082706777757,2229.6005228601716,4.0,,4,2230.150522860172,2229.3572213827424,0.0,0.24330147742921326,11.72000000000001,1.0,,1.0,0.0,not_popped,0.31,0.0,110.0,0.0,,
206,0.11,17.0,2.0,0.0,8.0,10.0,0.000513661910645169,2231.7918901816324,4.0,,4,2232.3418901816326,2231.4742903070833,0.0,0.3175998745491597,11.72000000000001,1.0,,2.0,0.0,not_popped,0.42,0.0,115.0,0.0,,
207,0.24,17.0,2.0,0.0,8.0,10.0,0.00040865766914066626,2234.1698597376057,4.0,,4,2234.719859737606,2233.5163856487184,0.0,0.6534740888873785,11.71000000000001,1.0,,3.0,0.0,not_popped,0.6599999999999999,0.0,120.0,0.0,,
208,0.12,17.0,2.0,0.0,8.0,10.0,0.000830752556112202,2236.358484065676,4.0,,1,2236.858484065676,2236.025297156463,0.0,0.3331869092130546,12.37000000000001,1.0,,4.0,0.0,not_popped,0.6599999999999999,0.0,120.0,0.0,,
